YEAR,ABW,AGO,AFG,AFR,ALB,ARE,ARG,ARM,ASI,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHS,BOL,BLZ,BIH,BTN,BLR,BRA,BRN,BWA,CAF,CAN,CHE,CHL,CMR,CHN,CIV,COD,COG,COL,CRI,CUB,CYP,CZE,DJI,DNK,DEU,DOM,DZA,ECU,EGY,EUR,ERI,ESH,EST,ETH,ESP,FIN,FJI,FLK,FRA,GAB,GBR,GEO,GHA,GIN,GMB,GRC,GTM,GUF,GUY,GNB,GNQ,GRL,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KOR,KWT,LAO,LBN,LBR,LBY,LKA,LSO,LTU,LVA,LUX,MAR,MDA,MDG,MEX,MKD,MLI,MMR,MNE,MNG,MOZ,MRT,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRY,PSE,QAT,REU,ROU,RWA,SAU,SDN,SEN,SLB,SLE,SLV,SOM,SRB,SSD,SUR,SVK,SVN,SWE,SYR,SWZ,TCD,TGO,THA,TJK,TKM,TLS,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VEN,VNM,VUT,YEM,ZAF,ZMB,ZWE
1958,0.25249,0.43957,0.39999,0.40747,0.25828,0.38699,0.37172,0.31889,0.31764,0.4119,0.23224,0.28517,0.40515,0.12974,0.39896,0.43653,0.3058,0.26126,0.22452,0.47462,0.31396,0.25795,0.31747,0.23564,0.42588,0.2922,0.50574,0.40094,0.4527,0.23831,0.38781,0.38362,0.3454,0.37918,0.4055,0.38047,0.37547,0.30942,0.25792,0.23207,0.2056,0.39002,0.1327,0.16844,0.27439,0.38964,0.36328,0.33167,0.25079,0.39074,0.31291,0.29075,0.39591,0.2583,0.43416,0.27923,0.35561,0.19379,0.35803,0.06252,0.27678,0.38549,0.38918,0.36311,0.25221,0.34614,0.34746,0.3779,0.35079,0.3501,0.28834,0.3361,0.25076,0.28257,0.24282,0.32274,0.34753,-0.02889,0.35067,0.38006,0.37148,0.29753,0.24311,0.2548,0.3398,0.27311,0.34676,0.37898,0.33249,0.31685,0.29302,0.37061,0.30813,0.29909,0.33813,0.33167,0.29504,0.42343,0.21605,0.2847,0.17059,0.34079,0.26225,0.34949,0.33176,0.27334,0.45943,0.31247,0.25825,0.31656,0.39222,0.42813,0.42092,0.31382,0.47558,0.30073,0.43751,0.39271,0.32514,0.10888,0.29273,0.3501,0.36193,0.36545,0.38462,0.29707,0.41976,0.27879,0.31516,0.19374,0.23473,0.31837,0.445,0.26822,0.35384,0.29176,0.31824,0.39933,0.42443,0.42126,0.38437,0.29896,0.34263,0.34463,0.35718,0.26803,0.40085,0.37433,0.22458,0.24087,0.33448,0.33845,0.39194,0.42279,0.38574,0.31652,0.36373,0.32296,0.31498,0.30148,0.29714,0.24686,0.39768,0.39819,0.25591,0.33268,0.38053,0.32236,0.38963,0.29593,0.28474,0.4015,0.44247,0.44609,0.44557
1959,0.26204,0.45733,0.39801,0.41564,0.25859,0.38431,0.38447,0.32123,0.32898,0.42553,0.23244,0.28726,0.42117,0.12706,0.41069,0.44967,0.30598,0.26316,0.22045,0.4941,0.32236,0.25892,0.3193,0.23062,0.44456,0.30457,0.5234,0.41286,0.45255,0.23907,0.4021,0.39625,0.34335,0.39154,0.42099,0.39586,0.38903,0.31941,0.25647,0.22125,0.20458,0.40211,0.12712,0.16388,0.28066,0.39396,0.37829,0.3353,0.24499,0.40381,0.31263,0.29033,0.40825,0.25968,0.43864,0.29668,0.36996,0.19249,0.37293,0.05513,0.28076,0.39825,0.40066,0.37647,0.25212,0.35809,0.36004,0.39078,0.36239,0.36544,0.28707,0.3493,0.25262,0.28907,0.24411,0.33671,0.34986,-0.04088,0.35139,0.37847,0.37002,0.29708,0.24408,0.26161,0.34362,0.26669,0.34677,0.39351,0.33785,0.32821,0.28802,0.37713,0.31394,0.28878,0.35132,0.33445,0.30692,0.43704,0.20931,0.28387,0.16809,0.3397,0.26604,0.36548,0.33456,0.27556,0.46814,0.31362,0.25982,0.31903,0.4077,0.43357,0.43793,0.32615,0.49369,0.31059,0.44704,0.40585,0.33608,0.10192,0.295,0.3538,0.37435,0.36723,0.37778,0.30621,0.43626,0.28864,0.32943,0.18925,0.24106,0.32233,0.46026,0.27384,0.35489,0.30067,0.31635,0.41539,0.42641,0.42909,0.39844,0.31646,0.35361,0.35765,0.36745,0.26876,0.41363,0.38706,0.22477,0.24417,0.33393,0.3295,0.40458,0.43095,0.39863,0.32695,0.36395,0.32305,0.33648,0.29586,0.29737,0.245,0.41453,0.41345,0.25611,0.34541,0.3801,0.32518,0.40211,0.29863,0.29996,0.41437,0.45749,0.46456,0.46446
1960,0.25619,0.45407,0.39013,0.4108,0.25267,0.38157,0.39229,0.31607,0.32335,0.42989,0.22577,0.28309,0.4176,0.11451,0.40764,0.44465,0.30296,0.25717,0.21839,0.49223,0.31204,0.25219,0.3132,0.2215,0.43949,0.3052,0.5238,0.41271,0.44616,0.23391,0.4083,0.3942,0.33719,0.39084,0.41674,0.3917,0.38494,0.31656,0.25251,0.21802,0.19064,0.39848,0.11519,0.14962,0.27075,0.37945,0.37493,0.32297,0.239,0.39468,0.31016,0.2834,0.40668,0.25343,0.43731,0.29518,0.37955,0.18441,0.36921,0.04371,0.27581,0.39679,0.39807,0.36865,0.24474,0.34985,0.35709,0.38844,0.35688,0.35986,0.29325,0.34182,0.24548,0.27941,0.23747,0.33277,0.3434,-0.05433,0.34335,0.36759,0.37602,0.28489,0.23772,0.25256,0.32729,0.26321,0.33608,0.38963,0.33252,0.32269,0.28221,0.35887,0.30569,0.28411,0.35271,0.32181,0.3068,0.44185,0.19983,0.27538,0.15534,0.32823,0.25753,0.36517,0.32414,0.26841,0.4592,0.30871,0.2537,0.30781,0.40739,0.42365,0.43665,0.323,0.4933,0.31282,0.43806,0.40193,0.32978,0.08823,0.29098,0.34177,0.38259,0.35706,0.37236,0.30474,0.43164,0.28404,0.32714,0.17608,0.23081,0.3177,0.46243,0.25807,0.35214,0.30366,0.30767,0.41224,0.4172,0.42117,0.39061,0.31307,0.35267,0.34998,0.36577,0.26186,0.41216,0.38496,0.21033,0.23685,0.33175,0.32355,0.41236,0.42451,0.39654,0.31976,0.35831,0.31667,0.32884,0.28682,0.29028,0.24139,0.40945,0.40821,0.24258,0.35112,0.37689,0.32131,0.39982,0.29439,0.29817,0.40458,0.46319,0.46314,0.46344
1961,0.21728,0.43289,0.37145,0.37736,0.23825,0.35155,0.38621,0.30104,0.29247,0.41933,0.21933,0.2668,0.38651,0.10516,0.35828,0.39398,0.27603,0.24276,0.19694,0.47338,0.27498,0.24532,0.29831,0.22359,0.41517,0.26619,0.51007,0.36722,0.43887,0.23084,0.40324,0.3515,0.31845,0.34472,0.38652,0.35903,0.34615,0.269,0.22124,0.21041,0.18031,0.35041,0.12201,0.14642,0.23509,0.35873,0.34313,0.30405,0.23312,0.35066,0.28537,0.28222,0.36004,0.24129,0.4295,0.2839,0.3796,0.17753,0.33688,0.04882,0.25796,0.34971,0.34784,0.32661,0.23504,0.30847,0.31871,0.3478,0.31272,0.32432,0.30154,0.30067,0.24207,0.24284,0.23341,0.30333,0.31582,-0.04134,0.33486,0.3494,0.37056,0.27101,0.22938,0.21685,0.31141,0.24744,0.3247,0.35595,0.31464,0.28059,0.27078,0.34119,0.27033,0.27341,0.31101,0.30346,0.26503,0.43271,0.20373,0.27583,0.14512,0.31285,0.25426,0.35507,0.30118,0.25265,0.41358,0.27684,0.23847,0.29685,0.39303,0.38589,0.4157,0.28654,0.47976,0.30693,0.39418,0.3544,0.28863,0.0906,0.28962,0.32576,0.37983,0.32383,0.35634,0.25921,0.40751,0.24338,0.30609,0.17428,0.19693,0.30269,0.45268,0.24245,0.33287,0.29799,0.29734,0.38031,0.38905,0.37578,0.34672,0.29411,0.3055,0.30834,0.3211,0.25403,0.36497,0.34502,0.20125,0.23542,0.32655,0.30771,0.40432,0.37781,0.34837,0.27814,0.34672,0.30417,0.31369,0.27657,0.27995,0.21595,0.38413,0.37097,0.23289,0.3476,0.35786,0.30456,0.35395,0.25616,0.28827,0.35985,0.45403,0.44172,0.44768
1962,0.21461,0.40696,0.3588,0.36312,0.23107,0.34661,0.37333,0.28881,0.26803,0.40139,0.20932,0.25806,0.34561,0.112,0.34107,0.38325,0.27377,0.23546,0.19556,0.45294,0.28043,0.23202,0.28609,0.21457,0.38805,0.23973,0.48893,0.34322,0.42944,0.21295,0.39056,0.32616,0.31203,0.3225,0.35161,0.3222,0.31797,0.25572,0.22643,0.20144,0.18422,0.33985,0.12222,0.14846,0.2407,0.3501,0.30462,0.29763,0.22954,0.34928,0.28028,0.27946,0.34122,0.23136,0.42687,0.27175,0.37769,0.17132,0.29938,0.05114,0.25174,0.32752,0.33421,0.3199,0.22446,0.30709,0.29015,0.31971,0.30278,0.29189,0.30438,0.29515,0.22446,0.24826,0.21732,0.26951,0.31095,-0.04122,0.31749,0.3382,0.37324,0.26129,0.21813,0.22514,0.30334,0.2395,0.31673,0.3198,0.30533,0.27333,0.25742,0.33193,0.27466,0.2621,0.28435,0.29623,0.24141,0.41674,0.19624,0.27178,0.15217,0.30204,0.23565,0.33806,0.29673,0.24621,0.41258,0.2774,0.23186,0.28797,0.373,0.38658,0.39199,0.25916,0.46057,0.29002,0.39496,0.33815,0.28063,0.09078,0.28938,0.31586,0.37137,0.32711,0.34319,0.24372,0.37909,0.23378,0.27352,0.1722,0.20408,0.29057,0.43081,0.23637,0.31927,0.28203,0.2883,0.33855,0.38223,0.37465,0.34057,0.26442,0.28847,0.30278,0.29894,0.23974,0.34317,0.31602,0.20178,0.21572,0.32594,0.29688,0.3869,0.3754,0.3282,0.27728,0.32913,0.2902,0.28329,0.26549,0.267,0.21739,0.34988,0.33649,0.23102,0.33281,0.34844,0.2932,0.33146,0.25581,0.27139,0.35942,0.43544,0.41719,0.43076
1963,0.19154,0.33276,0.31136,0.30961,0.20656,0.30681,0.33585,0.25662,0.21081,0.3492,0.18659,0.22894,0.26792,0.09528,0.296,0.33922,0.24035,0.20961,0.17259,0.38009,0.24805,0.20641,0.25243,0.19326,0.31595,0.19072,0.42096,0.28552,0.39848,0.19235,0.35415,0.26797,0.26934,0.27244,0.27805,0.24837,0.25503,0.22388,0.19944,0.16673,0.16095,0.3013,0.11157,0.13032,0.21332,0.30573,0.23121,0.2585,0.21147,0.30931,0.2473,0.26076,0.29294,0.20597,0.41254,0.22104,0.36508,0.15417,0.22708,0.04548,0.22541,0.27845,0.29348,0.2852,0.19839,0.27335,0.22856,0.25594,0.26785,0.2256,0.33104,0.26467,0.20238,0.22078,0.19508,0.20073,0.274,-0.03844,0.28207,0.28984,0.3677,0.22135,0.19392,0.19839,0.25828,0.20889,0.28532,0.24878,0.26999,0.24307,0.22821,0.28766,0.24258,0.22327,0.23228,0.2573,0.19936,0.36903,0.17873,0.25191,0.13055,0.26026,0.21422,0.2824,0.26248,0.21994,0.36527,0.24634,0.20683,0.2567,0.30844,0.34233,0.31748,0.20132,0.39742,0.24383,0.34854,0.29253,0.25021,0.07847,0.28676,0.27686,0.34368,0.28997,0.29597,0.20775,0.30702,0.20041,0.20759,0.15372,0.18011,0.25778,0.37191,0.20284,0.28427,0.23717,0.25845,0.26114,0.33732,0.32889,0.30366,0.20424,0.24708,0.27106,0.24668,0.21496,0.28929,0.25109,0.17762,0.19482,0.31615,0.25564,0.33764,0.32948,0.28105,0.2432,0.29083,0.25735,0.22326,0.22595,0.23657,0.19161,0.27643,0.26405,0.20747,0.2983,0.30944,0.2615,0.27859,0.22514,0.2117,0.31871,0.38409,0.34167,0.36353
1964,0.11001,0.0696,0.20222,0.12685,0.13289,0.20382,0.19985,0.16627,0.00154,0.16247,0.11907,0.14918,-0.02368,0.06116,0.12309,0.18022,0.16805,0.13408,0.12574,0.12262,0.1476,0.13295,0.17464,0.12519,0.05377,0.00459,0.18671,0.07141,0.31484,0.12316,0.2146,0.04893,0.17702,0.08261,-0.00164,-0.02913,0.0199,0.09369,0.13638,0.11668,0.09821,0.1516,0.09985,0.08484,0.1269,0.19802,-0.04167,0.17046,0.16786,0.18163,0.17054,0.22117,0.10767,0.13502,0.3796,0.04174,0.28097,0.09992,-0.04362,0.0494,0.14412,0.08855,0.13563,0.1673,0.13261,0.16,0.00098,0.02467,0.13945,-0.02785,0.37154,0.15392,0.12924,0.13061,0.12343,-0.05385,0.17772,-0.01333,0.18399,0.18596,0.37505,0.14334,0.12773,0.11853,0.16367,0.14359,0.17582,-0.02439,0.17362,0.13129,0.15612,0.178,0.14988,0.14998,0.03324,0.16903,0.02885,0.20042,0.12383,0.21298,0.08095,0.16768,0.13399,0.08623,0.17052,0.14016,0.21879,0.16109,0.13262,0.16117,0.08528,0.21286,0.06579,-0.01637,0.1718,0.07923,0.20887,0.12092,0.1371,0.05568,0.29552,0.18323,0.22924,0.18242,0.19599,0.06982,0.0345,0.08047,-0.03939,0.1,0.10762,0.17087,0.16323,0.13102,0.18977,0.0754,0.16366,-0.02874,0.21396,0.19183,0.17785,-0.01876,0.08709,0.15765,0.04564,0.13651,0.08762,0.01395,0.10699,0.12444,0.30288,0.16871,0.16797,0.187,0.09999,0.13661,0.18824,0.1674,0.00857,0.1499,0.15438,0.13678,0.00252,-0.01097,0.12468,0.17154,0.21883,0.1685,0.08051,0.1332,0.01645,0.18941,0.20495,0.08247,0.13335
1965,0.08463,0.05762,0.15708,0.09897,0.08163,0.15962,0.20644,0.11197,-0.02001,0.17405,0.06905,0.09663,-0.04849,0.01529,0.09124,0.14264,0.12657,0.0828,0.0872,0.12563,0.11318,0.08383,0.12738,0.07849,0.04081,-0.01348,0.20607,0.04623,0.25253,0.07527,0.21996,0.02603,0.12845,0.05652,-0.02585,-0.0495,-0.00101,0.06414,0.09992,0.08011,0.04747,0.11463,0.06027,0.0378,0.0954,0.15325,-0.06228,0.12914,0.11634,0.14358,0.12825,0.16665,0.07708,0.0857,0.31116,0.06359,0.27922,0.05216,-0.06344,0.01357,0.09141,0.06221,0.10175,0.13351,0.08439,0.12488,-0.01808,0.0051,0.10552,-0.04743,0.32765,0.12187,0.08069,0.09848,0.07458,-0.07312,0.13592,-0.03718,0.13277,0.14408,0.31153,0.10667,0.07776,0.08777,0.12304,0.0978,0.12053,-0.04422,0.12001,0.09954,0.10765,0.14104,0.11421,0.11015,0.01222,0.12895,0.00682,0.2078,0.07796,0.15994,0.03196,0.12972,0.08415,0.107,0.12864,0.08767,0.17209,0.12163,0.08224,0.10992,0.09494,0.16892,0.05928,-0.03381,0.18669,0.12336,0.16546,0.09068,0.10446,0.01587,0.23748,0.14208,0.23027,0.14454,0.1522,0.04388,0.01564,0.05387,-0.06349,0.05293,0.07878,0.11732,0.1885,0.09635,0.13942,0.11946,0.11118,-0.05217,0.17048,0.14784,0.14187,-0.04362,0.06098,0.12458,0.01943,0.08752,0.06015,-0.00501,0.05588,0.07729,0.24072,0.12602,0.18232,0.14441,0.07158,0.10316,0.14102,0.11593,-0.01837,0.11171,0.10531,0.09736,-0.02537,-0.03037,0.07186,0.17908,0.16528,0.1136,0.05405,0.09927,0.02954,0.15009,0.21379,0.07686,0.1508
1966,0.09863,0.20204,0.17904,0.18353,0.09383,0.18031,0.25697,0.13594,0.09145,0.25991,0.07697,0.1144,0.12248,0.0081,0.15888,0.19801,0.13646,0.09382,0.0857,0.26331,0.13499,0.08901,0.14609,0.07265,0.1859,0.07517,0.31702,0.14174,0.26737,0.08168,0.27454,0.12863,0.15357,0.13765,0.13118,0.10798,0.11639,0.11225,0.10543,0.0804,0.05235,0.16788,0.03277,0.0321,0.11299,0.1792,0.0985,0.1441,0.11458,0.18094,0.14104,0.15405,0.15283,0.09938,0.30197,0.16476,0.30023,0.05378,0.09427,-0.0191,0.10829,0.14184,0.16122,0.16352,0.09581,0.15553,0.09761,0.11868,0.14868,0.09123,0.28051,0.14736,0.08644,0.11724,0.08169,0.07732,0.15567,-0.08838,0.15716,0.16212,0.28022,0.115,0.0844,0.10174,0.14013,0.10765,0.14341,0.10792,0.14533,0.1313,0.12047,0.15603,0.13288,0.11724,0.10425,0.14267,0.08375,0.27051,0.06622,0.14831,0.03224,0.14177,0.0925,0.2104,0.14488,0.10155,0.21984,0.13695,0.09331,0.12901,0.21637,0.20082,0.19684,0.07788,0.29485,0.20052,0.20664,0.1565,0.13703,-0.00383,0.21049,0.15684,0.26621,0.16671,0.17078,0.09813,0.17087,0.09626,0.08427,0.04646,0.0907,0.13852,0.28321,0.09828,0.16709,0.19539,0.12874,0.11753,0.19913,0.19451,0.17723,0.08904,0.12375,0.15177,0.11449,0.09428,0.14654,0.11344,0.06573,0.08294,0.22395,0.14108,0.24875,0.19405,0.14538,0.13357,0.1667,0.13861,0.10866,0.11907,0.12339,0.09854,0.13445,0.11889,0.08314,0.22751,0.18662,0.13573,0.1403,0.12133,0.1396,0.18735,0.28352,0.21676,0.27013
1967,0.14317,0.29197,0.23181,0.25836,0.13768,0.23455,0.30116,0.18226,0.17624,0.31998,0.1092,0.15838,0.23681,0.02951,0.2399,0.27106,0.17656,0.13928,0.1175,0.34334,0.18368,0.12976,0.18525,0.1086,0.28023,0.16018,0.38878,0.23946,0.31289,0.11433,0.31904,0.22562,0.19727,0.22679,0.24068,0.21741,0.21586,0.17472,0.144,0.10803,0.08492,0.24011,0.04715,0.0584,0.15387,0.23161,0.20587,0.19097,0.14022,0.24202,0.18205,0.1791,0.24104,0.13603,0.33347,0.21443,0.32641,0.08327,0.20097,-0.01032,0.15481,0.23087,0.23457,0.22272,0.13044,0.21056,0.1952,0.21857,0.21088,0.19499,0.28243,0.20385,0.12309,0.15986,0.1146,0.17788,0.20634,-0.08417,0.20284,0.21495,0.30311,0.1581,0.12243,0.14136,0.18975,0.14312,0.19238,0.21511,0.19742,0.18775,0.15948,0.21289,0.17916,0.15683,0.19558,0.18898,0.16448,0.32847,0.09878,0.17242,0.05931,0.18958,0.13008,0.26835,0.19502,0.14844,0.2876,0.18215,0.1376,0.17338,0.28312,0.26423,0.27879,0.17106,0.36624,0.24376,0.27238,0.23799,0.19363,0.01543,0.22472,0.20525,0.30164,0.21748,0.21992,0.16718,0.26809,0.15798,0.18174,0.07757,0.12605,0.18378,0.34643,0.14065,0.20987,0.23795,0.17316,0.23177,0.26191,0.25922,0.23758,0.17632,0.20164,0.20951,0.20481,0.13724,0.24136,0.21377,0.09818,0.11471,0.24579,0.18556,0.30937,0.26002,0.23069,0.18567,0.21458,0.18131,0.18874,0.15946,0.16301,0.13419,0.24051,0.22755,0.12067,0.26832,0.23232,0.18487,0.23231,0.16861,0.19884,0.24872,0.34581,0.30116,0.33862
1968,0.15251,0.32202,0.22502,0.27425,0.11991,0.24045,0.31949,0.17075,0.19871,0.33811,0.09812,0.14289,0.26641,0.01775,0.25873,0.28879,0.18078,0.1216,0.11757,0.36674,0.20417,0.11961,0.18918,0.11124,0.30716,0.18159,0.40672,0.26137,0.31872,0.10491,0.33637,0.24621,0.19027,0.24643,0.27019,0.2459,0.2397,0.18945,0.14307,0.09403,0.07548,0.255,0.04327,0.04881,0.1725,0.22964,0.23229,0.18899,0.13528,0.26033,0.18642,0.18247,0.25923,0.12546,0.3422,0.23087,0.33758,0.06898,0.22827,-0.01988,0.13708,0.25029,0.25191,0.23866,0.11905,0.22716,0.21852,0.24174,0.22449,0.21963,0.29009,0.2188,0.11432,0.17903,0.10554,0.20372,0.21545,-0.09987,0.19907,0.2037,0.3032,0.14244,0.10969,0.16001,0.17429,0.1318,0.18813,0.24396,0.18212,0.2002,0.15141,0.19607,0.19566,0.145,0.21694,0.18709,0.18217,0.3498,0.1001,0.17656,0.04892,0.17757,0.12094,0.28199,0.20156,0.13145,0.30688,0.19263,0.12093,0.16686,0.30427,0.2831,0.30766,0.19313,0.38357,0.25024,0.2939,0.25619,0.20651,0.00387,0.22819,0.20228,0.32119,0.23474,0.2128,0.18136,0.2978,0.17094,0.21065,0.07101,0.14313,0.17433,0.36191,0.12063,0.21563,0.24263,0.16828,0.26053,0.26838,0.27787,0.25529,0.20286,0.2182,0.22441,0.22346,0.12581,0.26198,0.23882,0.0901,0.1066,0.24778,0.17428,0.32625,0.27896,0.25021,0.20296,0.21015,0.17383,0.21687,0.14811,0.15585,0.13631,0.27027,0.25585,0.11451,0.28598,0.2261,0.17214,0.2516,0.18093,0.21687,0.26872,0.36647,0.32988,0.35674
1969,0.11825,0.27996,0.17553,0.23015,0.08069,0.18832,0.29717,0.12616,0.16399,0.30745,0.05606,0.10154,0.23144,-0.02094,0.21281,0.24116,0.13505,0.08274,0.07523,0.32619,0.15985,0.07478,0.13869,0.07374,0.26842,0.14439,0.36709,0.21644,0.27554,0.06276,0.31419,0.20616,0.14505,0.20352,0.23319,0.21022,0.19984,0.15026,0.10792,0.06007,0.0318,0.21052,0.01567,0.0127,0.13182,0.17729,0.20057,0.13827,0.0984,0.21194,0.13776,0.14936,0.21594,0.08212,0.31005,0.20826,0.33398,0.03198,0.19499,-0.04513,0.0976,0.20653,0.20803,0.19456,0.07397,0.1826,0.18067,0.20125,0.1842,0.18561,0.28623,0.17659,0.06835,0.13736,0.06035,0.17633,0.16731,-0.11885,0.14223,0.15547,0.28034,0.10181,0.06836,0.12004,0.12832,0.09154,0.13879,0.20724,0.13887,0.16165,0.10357,0.14274,0.15166,0.10452,0.17842,0.1376,0.14717,0.3216,0.06462,0.1424,0.00697,0.13445,0.07645,0.25302,0.15145,0.09128,0.25298,0.14681,0.08191,0.12046,0.27023,0.22798,0.26954,0.15772,0.34621,0.22582,0.24004,0.2121,0.16631,-0.02611,0.20504,0.15273,0.30206,0.18471,0.16738,0.14355,0.25838,0.13402,0.18423,0.0348,0.10502,0.1303,0.32627,0.07741,0.1588,0.22039,0.12017,0.22541,0.20998,0.22731,0.20889,0.17487,0.17786,0.18144,0.18525,0.08159,0.2163,0.19869,0.04532,0.0621,0.22182,0.1283,0.29554,0.22847,0.20645,0.16149,0.15568,0.12284,0.18413,0.10487,0.10671,0.09308,0.23804,0.2166,0.06878,0.26494,0.17851,0.12599,0.20928,0.13983,0.1938,0.21961,0.33487,0.28874,0.32194
1970,0.14871,0.32304,0.22155,0.27697,0.10932,0.23464,0.32382,0.16253,0.20431,0.33943,0.08317,0.13553,0.27798,0.00266,0.25849,0.28968,0.1733,0.11006,0.10992,0.369,0.19686,0.10403,0.17768,0.08651,0.31059,0.17813,0.40833,0.25988,0.30225,0.09021,0.34132,0.25048,0.18337,0.24484,0.27709,0.25496,0.24583,0.19043,0.14019,0.09301,0.05893,0.25505,0.02314,0.03325,0.16438,0.22302,0.24322,0.18252,0.11898,0.25799,0.17803,0.164,0.25851,0.11479,0.3315,0.23172,0.35056,0.05395,0.23798,-0.03722,0.12735,0.24886,0.25245,0.23407,0.10934,0.22428,0.22377,0.24568,0.22427,0.22767,0.27953,0.21381,0.09811,0.1703,0.08936,0.2112,0.20808,-0.1183,0.18435,0.19871,0.28876,0.13509,0.09617,0.15221,0.16671,0.12332,0.16833,0.25296,0.17534,0.19807,0.13932,0.19167,0.18869,0.14368,0.21324,0.17917,0.17959,0.35588,0.07582,0.15565,0.0332,0.171,0.10568,0.28357,0.19242,0.11994,0.30605,0.18484,0.10963,0.15109,0.30601,0.27625,0.31206,0.19768,0.38504,0.25398,0.29123,0.25543,0.20442,-0.01158,0.21609,0.19483,0.32681,0.22649,0.21099,0.18003,0.29875,0.16793,0.21079,0.05266,0.13443,0.16623,0.36381,0.11671,0.20363,0.24734,0.15204,0.27204,0.26067,0.27799,0.25149,0.20242,0.21667,0.22043,0.22921,0.11141,0.26051,0.24383,0.07408,0.09167,0.23488,0.16984,0.33103,0.27875,0.249,0.19987,0.19853,0.16257,0.21712,0.14213,0.14401,0.12766,0.27475,0.26397,0.09608,0.29027,0.21656,0.16215,0.25358,0.17709,0.22176,0.26717,0.37057,0.33351,0.35855
1971,0.19812,0.39326,0.28487,0.33946,0.15953,0.30261,0.3639,0.21559,0.25695,0.39434,0.13253,0.18453,0.33986,0.03306,0.32209,0.35901,0.22872,0.16261,0.16027,0.44119,0.2458,0.15634,0.23702,0.1304,0.37726,0.23457,0.47827,0.32796,0.35757,0.14181,0.38255,0.31433,0.2385,0.30878,0.34172,0.31778,0.30844,0.24198,0.19302,0.134,0.1008,0.31831,0.04812,0.06694,0.20935,0.28964,0.30274,0.24526,0.15765,0.32014,0.23581,0.20112,0.32539,0.16104,0.37152,0.26904,0.37244,0.09839,0.2984,-0.02004,0.18004,0.31305,0.31511,0.29792,0.15502,0.28057,0.28396,0.31022,0.28344,0.28962,0.29198,0.27412,0.15075,0.21614,0.14177,0.26608,0.26729,-0.10641,0.24287,0.26506,0.32406,0.19445,0.14405,0.19439,0.23324,0.17052,0.22865,0.31622,0.23085,0.25327,0.18972,0.2642,0.24034,0.19373,0.27565,0.24212,0.23518,0.40339,0.11467,0.1933,0.07009,0.23434,0.16007,0.33447,0.25017,0.17315,0.3756,0.23849,0.16029,0.20926,0.36511,0.34317,0.37808,0.25425,0.4517,0.29379,0.35759,0.31978,0.261,0.01422,0.24023,0.25845,0.35821,0.28913,0.27185,0.23311,0.36677,0.2187,0.26619,0.09086,0.17561,0.21732,0.42409,0.17401,0.26973,0.28552,0.20505,0.33464,0.33104,0.34284,0.31671,0.25872,0.27516,0.28136,0.28811,0.16289,0.32698,0.30733,0.11879,0.14455,0.26723,0.22618,0.37795,0.34405,0.31319,0.25047,0.25653,0.21672,0.27882,0.19484,0.19458,0.1785,0.33925,0.33186,0.14421,0.32622,0.27407,0.21746,0.3178,0.22804,0.26407,0.32854,0.42298,0.403,0.42186
1972,0.22502,0.43888,0.32673,0.38613,0.19911,0.34115,0.39515,0.2641,0.30041,0.43077,0.15887,0.22965,0.39308,0.05041,0.3728,0.40857,0.2645,0.20173,0.18437,0.48672,0.27872,0.19246,0.27519,0.15349,0.42411,0.28107,0.52698,0.38275,0.39732,0.17068,0.4137,0.36655,0.28336,0.3597,0.3954,0.36859,0.36032,0.2811,0.21706,0.15696,0.12435,0.36423,0.05357,0.0865,0.23866,0.3306,0.35134,0.28079,0.18555,0.36241,0.27108,0.21937,0.377,0.20231,0.40123,0.30642,0.39469,0.12509,0.34613,-0.01747,0.22199,0.3648,0.3625,0.33647,0.19236,0.31882,0.33398,0.36362,0.32339,0.33897,0.30282,0.30962,0.18352,0.24601,0.16998,0.31304,0.3035,-0.11235,0.29185,0.30645,0.35016,0.22657,0.18171,0.22008,0.27015,0.20515,0.26969,0.36743,0.27912,0.28912,0.22471,0.30291,0.27075,0.22109,0.32579,0.27829,0.27954,0.44215,0.13382,0.21044,0.09037,0.26896,0.19186,0.37243,0.28454,0.2144,0.42174,0.27298,0.19905,0.24424,0.40447,0.38464,0.42205,0.30096,0.49641,0.32774,0.40117,0.3692,0.29727,0.0267,0.25672,0.29489,0.38633,0.32024,0.30779,0.27179,0.41361,0.25444,0.30994,0.1109,0.20045,0.26637,0.46761,0.20546,0.31187,0.32013,0.24812,0.38664,0.37409,0.38655,0.35781,0.29329,0.32025,0.31747,0.33698,0.2026,0.38067,0.35971,0.14442,0.17284,0.29019,0.26013,0.41506,0.38926,0.36335,0.28608,0.30701,0.26451,0.31131,0.22753,0.24018,0.20527,0.38972,0.38515,0.17457,0.35526,0.31859,0.265,0.37089,0.26119,0.29643,0.37168,0.46329,0.44861,0.4703
