Entity,Code,Year,Share of the population using safely managed drinking water services,Country ID
Ethiopia,ETH,2020,12.336204,231
Ethiopia,ETH,2021,12.881514,231
Ethiopia,ETH,2022,13.237898,231
Fiji,FJI,2000,39.23305,242
Fiji,FJI,2001,39.331947,242
Fiji,FJI,2002,39.43084,242
Fiji,FJI,2003,39.530018,242
Fiji,FJI,2004,39.629562,242
Fiji,FJI,2005,39.728718,242
Fiji,FJI,2006,39.82823,242
Fiji,FJI,2007,39.92786,242
Fiji,FJI,2008,40.0519,242
Fiji,FJI,2009,40.181908,242
Fiji,FJI,2010,40.312313,242
Fiji,FJI,2011,40.44261,242
Fiji,FJI,2012,40.573307,242
Fiji,FJI,2013,40.703392,242
Fiji,FJI,2014,40.83362,242
Fiji,FJI,2015,40.963993,242
Fiji,FJI,2016,41.094257,242
Fiji,FJI,2017,41.22416,242
Fiji,FJI,2018,41.35395,242
Fiji,FJI,2019,41.482864,242
Fiji,FJI,2020,41.61065,242
Fiji,FJI,2021,41.737556,242
Fiji,FJI,2022,41.863583,242
Finland,FIN,2000,93.81033,246
Finland,FIN,2001,94.2074,246
Finland,FIN,2002,94.60447,246
Finland,FIN,2003,95.00154,246
Finland,FIN,2004,95.398605,246
Finland,FIN,2005,95.79568,246
Finland,FIN,2006,96.19274,246
Finland,FIN,2007,96.58981,246
Finland,FIN,2008,96.98688,246
Finland,FIN,2009,97.38394,246
Finland,FIN,2010,97.78101,246
Finland,FIN,2011,98.17808,246
Finland,FIN,2012,98.57516,246
Finland,FIN,2013,98.97222,246
Finland,FIN,2014,99.36929,246
Finland,FIN,2015,99.63062,246
Finland,FIN,2016,99.631874,246
Finland,FIN,2017,99.633125,246
Finland,FIN,2018,99.634544,246
Finland,FIN,2019,99.636154,246
Finland,FIN,2020,99.637924,246
Finland,FIN,2021,99.6399,246
Finland,FIN,2022,99.64203,246
France,FRA,2000,97.35588,250
France,FRA,2001,97.352356,250
France,FRA,2002,97.34887,250
France,FRA,2003,97.345406,250
France,FRA,2004,97.46617,250
France,FRA,2005,97.58779,250
France,FRA,2006,97.71021,250
France,FRA,2007,97.83345,250
France,FRA,2008,97.95746,250
France,FRA,2009,98.08226,250
France,FRA,2010,98.20785,250
France,FRA,2011,98.33426,250
France,FRA,2012,98.46149,250
France,FRA,2013,98.589554,250
France,FRA,2014,98.718445,250
France,FRA,2015,98.8482,250
France,FRA,2016,98.97879,250
France,FRA,2017,99.110245,250
France,FRA,2018,99.24255,250
France,FRA,2019,99.37574,250
France,FRA,2020,99.50978,250
France,FRA,2021,99.64471,250
France,FRA,2022,99.70415,250
Gambia,GMB,2000,21.769,270
Gambia,GMB,2001,23.047499,270
Gambia,GMB,2002,24.351906,270
Gambia,GMB,2003,25.666456,270
Gambia,GMB,2004,26.944756,270
Gambia,GMB,2005,28.24406,270
Gambia,GMB,2006,29.564318,270
Gambia,GMB,2007,30.905478,270
Gambia,GMB,2008,32.26797,270
Gambia,GMB,2009,33.649796,270
Gambia,GMB,2010,35.05232,270
Gambia,GMB,2011,36.47445,270
Gambia,GMB,2012,37.917133,270
Gambia,GMB,2013,39.377613,270
Gambia,GMB,2014,40.855114,270
Gambia,GMB,2015,42.348812,270
Gambia,GMB,2016,43.857277,270
Gambia,GMB,2017,44.661255,270
Gambia,GMB,2018,45.281063,270
Gambia,GMB,2019,45.89241,270
Gambia,GMB,2020,46.495304,270
Gambia,GMB,2021,47.089188,270
Gambia,GMB,2022,47.674652,270
Georgia,GEO,2000,64.11659,268
Georgia,GEO,2001,64.06283,268
Georgia,GEO,2002,64.14716,268
Georgia,GEO,2003,64.3997,268
Georgia,GEO,2004,64.65125,268
Georgia,GEO,2005,64.90184,268
Georgia,GEO,2006,65.151955,268
Georgia,GEO,2007,65.40159,268
Georgia,GEO,2008,65.650246,268
Georgia,GEO,2009,65.89795,268
Georgia,GEO,2010,66.14517,268
Georgia,GEO,2011,66.39143,268
Georgia,GEO,2012,66.63722,268
Georgia,GEO,2013,66.88157,268
Georgia,GEO,2014,67.12544,268
Georgia,GEO,2015,67.368355,268
Georgia,GEO,2016,67.61462,268
Georgia,GEO,2017,67.8628,268
Georgia,GEO,2018,68.113815,268
Georgia,GEO,2019,68.367195,268
Georgia,GEO,2020,68.62339,268
Georgia,GEO,2021,68.88146,268
Georgia,GEO,2022,69.14185,268
Germany,DEU,2000,99.8429,276
Germany,DEU,2001,99.8429,276
Germany,DEU,2002,99.8429,276
Germany,DEU,2003,99.84291,276
Germany,DEU,2004,99.84935,276
Germany,DEU,2005,99.85583,276
Germany,DEU,2006,99.862335,276
Germany,DEU,2007,99.86888,276
Germany,DEU,2008,99.87546,276
Germany,DEU,2009,99.87845,276
Germany,DEU,2010,99.88153,276
Germany,DEU,2011,99.884705,276
Germany,DEU,2012,99.88772,276
Germany,DEU,2013,99.89073,276
Germany,DEU,2014,99.89375,276
Germany,DEU,2015,99.896774,276
Germany,DEU,2016,99.89984,276
Germany,DEU,2017,99.90295,276
Germany,DEU,2018,99.90611,276
Germany,DEU,2019,99.90935,276
Germany,DEU,2020,99.91265,276
Germany,DEU,2021,99.916046,276
Germany,DEU,2022,99.91641,276
Ghana,GHA,2000,12.096288,288
Ghana,GHA,2001,12.339795,288
Ghana,GHA,2002,13.275519,288
Ghana,GHA,2003,14.411008,288
Ghana,GHA,2004,15.807901,288
Ghana,GHA,2005,17.23668,288
Ghana,GHA,2006,18.698114,288
Ghana,GHA,2007,20.191713,288
Ghana,GHA,2008,21.717302,288
Ghana,GHA,2009,23.27362,288
Ghana,GHA,2010,24.86189,288
Ghana,GHA,2011,26.480824,288
Ghana,GHA,2012,28.129812,288
Ghana,GHA,2013,29.807802,288
Ghana,GHA,2014,31.5145,288
Ghana,GHA,2015,33.2496,288
Ghana,GHA,2016,35.01281,288
Ghana,GHA,2017,36.803406,288
Ghana,GHA,2018,38.621067,288
Ghana,GHA,2019,40.46505,288
Ghana,GHA,2020,42.335457,288
Ghana,GHA,2021,43.598057,288
Ghana,GHA,2022,44.468082,288
Greece,GRC,2000,99.15239,300
Greece,GRC,2001,99.218124,300
Greece,GRC,2002,99.28736,300
Greece,GRC,2003,99.35515,300
Greece,GRC,2004,99.42153,300
Greece,GRC,2005,99.48649,300
Greece,GRC,2006,99.47334,300
Greece,GRC,2007,99.44517,300
Greece,GRC,2008,99.41644,300
Greece,GRC,2009,99.38721,300
Greece,GRC,2010,99.35745,300
Greece,GRC,2011,99.3272,300
Greece,GRC,2012,99.29645,300
Greece,GRC,2013,99.2652,300
Greece,GRC,2014,99.233475,300
Greece,GRC,2015,99.18443,300
Greece,GRC,2016,99.13364,300
Greece,GRC,2017,99.08283,300
Greece,GRC,2018,99.032036,300
Greece,GRC,2019,98.98124,300
Greece,GRC,2020,98.93044,300
Greece,GRC,2021,98.87964,300
Greece,GRC,2022,98.87964,300
Guatemala,GTM,2000,46.81889,320
Guatemala,GTM,2001,47.29902,320
Guatemala,GTM,2002,47.781807,320
Guatemala,GTM,2003,48.26304,320
Guatemala,GTM,2004,48.74406,320
Guatemala,GTM,2005,49.22722,320
Guatemala,GTM,2006,49.712692,320
Guatemala,GTM,2007,50.200676,320
Guatemala,GTM,2008,50.691185,320
Guatemala,GTM,2009,51.183678,320
Guatemala,GTM,2010,51.67891,320
Guatemala,GTM,2011,52.176327,320
Guatemala,GTM,2012,52.67633,320
Guatemala,GTM,2013,53.18113,320
Guatemala,GTM,2014,53.69085,320
Guatemala,GTM,2015,54.206013,320
Guatemala,GTM,2016,54.726143,320
Guatemala,GTM,2017,54.98539,320
Guatemala,GTM,2018,55.245712,320
Guatemala,GTM,2019,55.506615,320
Guatemala,GTM,2020,55.768238,320
Guatemala,GTM,2021,56.030495,320
Guatemala,GTM,2022,56.293304,320
Guinea-Bissau,GNB,2000,17.774654,624
Guinea-Bissau,GNB,2001,18.071774,624
Guinea-Bissau,GNB,2002,18.36966,624
Guinea-Bissau,GNB,2003,18.667349,624
Guinea-Bissau,GNB,2004,18.964975,624
Guinea-Bissau,GNB,2005,19.261614,624
Guinea-Bissau,GNB,2006,19.558077,624
Guinea-Bissau,GNB,2007,19.85344,624
Guinea-Bissau,GNB,2008,20.147804,624
Guinea-Bissau,GNB,2009,20.44029,624
Guinea-Bissau,GNB,2010,20.731943,624
Guinea-Bissau,GNB,2011,21.021854,624
Guinea-Bissau,GNB,2012,21.310081,624
Guinea-Bissau,GNB,2013,21.596054,624
Guinea-Bissau,GNB,2014,21.879799,624
Guinea-Bissau,GNB,2015,22.16104,624
Guinea-Bissau,GNB,2016,22.439222,624
Guinea-Bissau,GNB,2017,22.714085,624
Guinea-Bissau,GNB,2018,22.985617,624
Guinea-Bissau,GNB,2019,23.253277,624
Guinea-Bissau,GNB,2020,23.516802,624
Guinea-Bissau,GNB,2021,23.775919,624
Guinea-Bissau,GNB,2022,23.871601,624
Honduras,HND,2000,41.601418,340
Honduras,HND,2001,41.871067,340
Honduras,HND,2002,42.148388,340
Honduras,HND,2003,43.520744,340
Honduras,HND,2004,44.92496,340
Honduras,HND,2005,46.360733,340
Honduras,HND,2006,47.828735,340
Honduras,HND,2007,49.32892,340
Honduras,HND,2008,50.86167,340
Honduras,HND,2009,52.42657,340
Honduras,HND,2010,54.0244,340
Honduras,HND,2011,55.65461,340
Honduras,HND,2012,57.31811,340
Honduras,HND,2013,59.013924,340
Honduras,HND,2014,60.74301,340
Honduras,HND,2015,62.13795,340
Honduras,HND,2016,62.596836,340
Honduras,HND,2017,63.051792,340
Honduras,HND,2018,63.502495,340
Honduras,HND,2019,63.948986,340
Honduras,HND,2020,64.3913,340
Honduras,HND,2021,64.82912,340
Honduras,HND,2022,65.206795,340
Hungary,HUN,2000,86.63125,348
Hungary,HUN,2001,86.63957,348
Hungary,HUN,2002,86.67556,348
Hungary,HUN,2003,86.7113,348
Hungary,HUN,2004,86.74695,348
Hungary,HUN,2005,86.78802,348
Hungary,HUN,2006,86.834435,348
Hungary,HUN,2007,86.88051,348
Hungary,HUN,2008,86.92622,348
Hungary,HUN,2009,86.971504,348
Hungary,HUN,2010,87.011,348
Hungary,HUN,2011,87.05015,348
Hungary,HUN,2012,87.07818,348
Hungary,HUN,2013,88.59905,348
Hungary,HUN,2014,90.11402,348
Hungary,HUN,2015,91.623116,348
Hungary,HUN,2016,93.12667,348
Hungary,HUN,2017,94.62444,348
Hungary,HUN,2018,96.14339,348
Hungary,HUN,2019,97.62955,348
Hungary,HUN,2020,99.10948,348
Hungary,HUN,2021,100,348
Hungary,HUN,2022,100,348
Iceland,ISL,2000,90.15561,352
Iceland,ISL,2001,90.6908,352
Iceland,ISL,2002,91.226,352
Iceland,ISL,2003,91.76119,352
Iceland,ISL,2004,92.296394,352
Iceland,ISL,2005,92.8316,352
Iceland,ISL,2006,93.36679,352
Iceland,ISL,2007,93.90199,352
Iceland,ISL,2008,94.43718,352
Iceland,ISL,2009,94.97238,352
Iceland,ISL,2010,95.507576,352
Iceland,ISL,2011,96.04278,352
Iceland,ISL,2012,96.57797,352
Iceland,ISL,2013,97.11317,352
Iceland,ISL,2014,97.64837,352
Iceland,ISL,2015,98.18356,352
Iceland,ISL,2016,98.71876,352
Iceland,ISL,2017,99.25396,352
Iceland,ISL,2018,99.789154,352
Iceland,ISL,2019,100,352
Iceland,ISL,2020,100,352
Iceland,ISL,2021,100,352
Iceland,ISL,2022,100,352
Indonesia,IDN,2000,23.541845,360
Indonesia,IDN,2001,23.87744,360
Indonesia,IDN,2002,24.211277,360
Indonesia,IDN,2003,24.543207,360
Indonesia,IDN,2004,24.873476,360
Indonesia,IDN,2005,25.201418,360
Indonesia,IDN,2006,25.527418,360
Indonesia,IDN,2007,25.85121,360
Indonesia,IDN,2008,26.173037,360
Indonesia,IDN,2009,26.492393,360
Indonesia,IDN,2010,26.807102,360
Indonesia,IDN,2011,27.107656,360
Indonesia,IDN,2012,27.406214,360
Indonesia,IDN,2013,27.70254,360
Indonesia,IDN,2014,27.99699,360
Indonesia,IDN,2015,28.289217,360
Indonesia,IDN,2016,28.579231,360
Indonesia,IDN,2017,28.866594,360
Indonesia,IDN,2018,29.151558,360
Indonesia,IDN,2019,29.433916,360
Indonesia,IDN,2020,29.713915,360
Indonesia,IDN,2021,29.991253,360
Indonesia,IDN,2022,30.266167,360
Iran,IRN,2000,90.34097,364
Iran,IRN,2001,90.570076,364
Iran,IRN,2002,90.794426,364
Iran,IRN,2003,91.01405,364
Iran,IRN,2004,91.2289,364
Iran,IRN,2005,91.43886,364
Iran,IRN,2006,91.64402,364
Iran,IRN,2007,91.83839,364
Iran,IRN,2008,92.025505,364
Iran,IRN,2009,92.20852,364
Iran,IRN,2010,92.38762,364
Iran,IRN,2011,92.56273,364
Iran,IRN,2012,92.73255,364
Iran,IRN,2013,92.89769,364
Iran,IRN,2014,93.05934,364
Iran,IRN,2015,93.21733,364
Iran,IRN,2016,93.37181,364
Iran,IRN,2017,93.52266,364
Iran,IRN,2018,93.669716,364
Iran,IRN,2019,93.81299,364
Iran,IRN,2020,93.95266,364
Iran,IRN,2021,94.08863,364
Iran,IRN,2022,94.22125,364
Iraq,IRQ,2000,50.240936,368
Iraq,IRQ,2001,50.717648,368
Iraq,IRQ,2002,51.1935,368
Iraq,IRQ,2003,51.668495,368
Iraq,IRQ,2004,52.14264,368
Iraq,IRQ,2005,52.61592,368
Iraq,IRQ,2006,53.08807,368
Iraq,IRQ,2007,53.55965,368
Iraq,IRQ,2008,54.030373,368
Iraq,IRQ,2009,54.499985,368
Iraq,IRQ,2010,54.98614,368
Iraq,IRQ,2011,55.48045,368
Iraq,IRQ,2012,55.97191,368
Iraq,IRQ,2013,56.46054,368
Iraq,IRQ,2014,56.946587,368
Iraq,IRQ,2015,57.43005,368
Iraq,IRQ,2016,57.912933,368
Iraq,IRQ,2017,58.395195,368
Iraq,IRQ,2018,58.87657,368
Iraq,IRQ,2019,59.356632,368
Iraq,IRQ,2020,59.664463,368
Iraq,IRQ,2021,59.70278,368
Iraq,IRQ,2022,59.74263,368
Ireland,IRL,2000,64.429375,372
Ireland,IRL,2001,64.53594,372
Ireland,IRL,2002,64.64604,372
Ireland,IRL,2003,64.77273,372
Ireland,IRL,2004,64.89963,372
Ireland,IRL,2005,69.56672,372
Ireland,IRL,2006,74.17241,372
Ireland,IRL,2007,78.70413,372
Ireland,IRL,2008,83.194534,372
Ireland,IRL,2009,87.644104,372
Ireland,IRL,2010,92.05278,372
Ireland,IRL,2011,94.9312,372
Ireland,IRL,2012,95.02116,372
Ireland,IRL,2013,95.110634,372
Ireland,IRL,2014,95.19962,372
Ireland,IRL,2015,95.28813,372
Ireland,IRL,2016,95.37614,372
Ireland,IRL,2017,95.46347,372
Ireland,IRL,2018,95.55008,372
Ireland,IRL,2019,95.70192,372
Ireland,IRL,2020,95.85354,372
Ireland,IRL,2021,95.995834,372
Ireland,IRL,2022,95.9914,372
Israel,ISR,2000,99.77199,376
Israel,ISR,2001,99.77214,376
Israel,ISR,2002,99.75787,376
Israel,ISR,2003,99.743614,376
Israel,ISR,2004,99.72934,376
Israel,ISR,2005,99.71506,376
Israel,ISR,2006,99.70076,376
Israel,ISR,2007,99.686455,376
Israel,ISR,2008,99.67215,376
Israel,ISR,2009,99.65783,376
Israel,ISR,2010,99.64351,376
Israel,ISR,2011,99.62918,376
Israel,ISR,2012,99.614845,376
Israel,ISR,2013,99.60051,376
Israel,ISR,2014,99.58617,376
Israel,ISR,2015,99.571815,376
Israel,ISR,2016,99.557465,376
Israel,ISR,2017,99.5431,376
Israel,ISR,2018,99.528725,376
Israel,ISR,2019,99.51434,376
Israel,ISR,2020,99.499954,376
Israel,ISR,2021,99.485565,376
Israel,ISR,2022,99.47115,376
Italy,ITA,2000,94.76838,380
Italy,ITA,2001,94.98711,380
Italy,ITA,2002,95.20594,380
Italy,ITA,2003,95.424866,380
Italy,ITA,2004,95.6439,380
Italy,ITA,2005,95.86303,380
Italy,ITA,2006,96.08226,380
Italy,ITA,2007,96.13227,380
Italy,ITA,2008,95.90065,380
Italy,ITA,2009,95.6689,380
Italy,ITA,2010,95.43701,380
Italy,ITA,2011,95.204994,380
Italy,ITA,2012,94.97285,380
Italy,ITA,2013,94.74057,380
Italy,ITA,2014,94.508156,380
Italy,ITA,2015,94.25136,380
Italy,ITA,2016,93.99455,380
Italy,ITA,2017,93.737755,380
Italy,ITA,2018,93.48096,380
Italy,ITA,2019,93.22416,380
Italy,ITA,2020,92.967354,380
Italy,ITA,2021,92.710556,380
Italy,ITA,2022,92.710556,380
Japan,JPN,2000,97.85424,392
Japan,JPN,2001,97.85424,392
Japan,JPN,2002,97.85424,392
Japan,JPN,2003,97.85424,392
Japan,JPN,2004,97.85424,392
Japan,JPN,2005,97.90149,392
Japan,JPN,2006,97.94875,392
Japan,JPN,2007,97.99602,392
Japan,JPN,2008,98.04329,392
Japan,JPN,2009,98.09057,392
Japan,JPN,2010,98.13786,392
Japan,JPN,2011,98.18516,392
Japan,JPN,2012,98.23246,392
Japan,JPN,2013,98.27977,392
Japan,JPN,2014,98.327095,392
Japan,JPN,2015,98.37442,392
Japan,JPN,2016,98.42175,392
Japan,JPN,2017,98.4691,392
Japan,JPN,2018,98.51645,392
Japan,JPN,2019,98.56381,392
Japan,JPN,2020,98.611176,392
Japan,JPN,2021,98.65855,392
Japan,JPN,2022,98.65855,392
Jordan,JOR,2000,53.49447,400
Jordan,JOR,2001,53.497055,400
Jordan,JOR,2002,53.49964,400
Jordan,JOR,2003,53.50227,400
Jordan,JOR,2004,53.50485,400
Jordan,JOR,2005,53.455513,400
Jordan,JOR,2006,55.555233,400
Jordan,JOR,2007,57.663956,400
Jordan,JOR,2008,59.781048,400
Jordan,JOR,2009,61.906273,400
Jordan,JOR,2010,64.038826,400
Jordan,JOR,2011,66.178314,400
Jordan,JOR,2012,68.324135,400
Jordan,JOR,2013,70.475975,400
Jordan,JOR,2014,72.63322,400
Jordan,JOR,2015,74.81074,400
Jordan,JOR,2016,76.989494,400
Jordan,JOR,2017,79.16953,400
Jordan,JOR,2018,81.350815,400
Jordan,JOR,2019,83.53326,400
Jordan,JOR,2020,85.71684,400
Jordan,JOR,2021,85.71292,400
Jordan,JOR,2022,85.70913,400
Kazakhstan,KAZ,2000,63.102085,398
Kazakhstan,KAZ,2001,63.369843,398
Kazakhstan,KAZ,2002,64.92973,398
Kazakhstan,KAZ,2003,66.50294,398
Kazakhstan,KAZ,2004,68.08938,398
Kazakhstan,KAZ,2005,69.68898,398
Kazakhstan,KAZ,2006,71.30166,398
Kazakhstan,KAZ,2007,72.92734,398
Kazakhstan,KAZ,2008,74.56595,398
Kazakhstan,KAZ,2009,76.21741,398
Kazakhstan,KAZ,2010,77.881325,398
Kazakhstan,KAZ,2011,79.558266,398
Kazakhstan,KAZ,2012,81.24783,398
Kazakhstan,KAZ,2013,82.9075,398
Kazakhstan,KAZ,2014,84.48871,398
Kazakhstan,KAZ,2015,86.08145,398
Kazakhstan,KAZ,2016,87.68542,398
Kazakhstan,KAZ,2017,89.30042,398
Kazakhstan,KAZ,2018,89.309814,398
Kazakhstan,KAZ,2019,89.321266,398
Kazakhstan,KAZ,2020,89.33464,398
Kazakhstan,KAZ,2021,89.34997,398
Kuwait,KWT,2000,100,414
Kuwait,KWT,2001,100,414
Kuwait,KWT,2002,100,414
Kuwait,KWT,2003,100,414
Kuwait,KWT,2004,100,414
Kuwait,KWT,2005,100,414
Kuwait,KWT,2006,100,414
Kuwait,KWT,2007,100,414
Kuwait,KWT,2008,100,414
Kuwait,KWT,2009,100,414
Kuwait,KWT,2010,100,414
Kuwait,KWT,2011,100,414
Kuwait,KWT,2012,100,414
Kuwait,KWT,2013,100,414
Kuwait,KWT,2014,100,414
Kuwait,KWT,2015,100,414
Kuwait,KWT,2016,100,414
Kuwait,KWT,2017,100,414
Kuwait,KWT,2018,100,414
Kuwait,KWT,2019,100,414
Kuwait,KWT,2020,100,414
Kuwait,KWT,2021,100,414
Kuwait,KWT,2022,100,414
Kyrgyzstan,KGZ,2000,45.659782,417
Kyrgyzstan,KGZ,2001,45.658703,417
Kyrgyzstan,KGZ,2002,45.942135,417
Kyrgyzstan,KGZ,2003,46.22503,417
Kyrgyzstan,KGZ,2004,46.50846,417
Kyrgyzstan,KGZ,2005,48.28265,417
Kyrgyzstan,KGZ,2006,50.08612,417
Kyrgyzstan,KGZ,2007,51.91783,417
Kyrgyzstan,KGZ,2008,53.778316,417
Kyrgyzstan,KGZ,2009,55.668056,417
Kyrgyzstan,KGZ,2010,57.597218,417
Kyrgyzstan,KGZ,2011,59.56533,417
Kyrgyzstan,KGZ,2012,61.571823,417
Kyrgyzstan,KGZ,2013,63.35695,417
Kyrgyzstan,KGZ,2014,65.130806,417
Kyrgyzstan,KGZ,2015,66.935,417
Kyrgyzstan,KGZ,2016,68.75854,417
Kyrgyzstan,KGZ,2017,70.52173,417
Kyrgyzstan,KGZ,2018,72.30862,417
Kyrgyzstan,KGZ,2019,74.116615,417
Kyrgyzstan,KGZ,2020,76.33854,417
Kyrgyzstan,KGZ,2021,76.409775,417
Kyrgyzstan,KGZ,2022,76.48715,417
Laos,LAO,2000,4.877543,418
Laos,LAO,2001,6.6656404,418
Laos,LAO,2002,8.601665,418
Laos,LAO,2003,10.610356,418
Laos,LAO,2004,11.123852,418
Laos,LAO,2005,11.609333,418
Laos,LAO,2006,12.034746,418
Laos,LAO,2007,12.460381,418
Laos,LAO,2008,12.886683,418
Laos,LAO,2009,13.313028,418
Laos,LAO,2010,13.739709,418
Laos,LAO,2011,14.166714,418
Laos,LAO,2012,14.594178,418
Laos,LAO,2013,15.021489,418
Laos,LAO,2014,15.449086,418
Laos,LAO,2015,15.876808,418
Laos,LAO,2016,16.30479,418
Laos,LAO,2017,16.732582,418
Laos,LAO,2018,17.16017,418
Laos,LAO,2019,17.587696,418
Laos,LAO,2020,17.681904,418
Laos,LAO,2021,17.7767,418
Laos,LAO,2022,17.872076,418
Latvia,LVA,2000,92.38445,428
Latvia,LVA,2001,92.36528,428
Latvia,LVA,2002,92.39397,428
Latvia,LVA,2003,92.430954,428
Latvia,LVA,2004,92.49211,428
Latvia,LVA,2005,92.55305,428
Latvia,LVA,2006,92.636284,428
Latvia,LVA,2007,92.89953,428
Latvia,LVA,2008,93.16433,428
Latvia,LVA,2009,93.43695,428
Latvia,LVA,2010,93.716675,428
Latvia,LVA,2011,93.996735,428
Latvia,LVA,2012,94.277016,428
Latvia,LVA,2013,94.557495,428
Latvia,LVA,2014,94.83807,428
Latvia,LVA,2015,95.11897,428
Latvia,LVA,2016,95.401306,428
Latvia,LVA,2017,95.68483,428
Latvia,LVA,2018,95.969284,428
Latvia,LVA,2019,96.25441,428
Latvia,LVA,2020,96.53996,428
Latvia,LVA,2021,96.82567,428
Latvia,LVA,2022,97.111275,428
Lebanon,LBN,2000,43.4791,422
Lebanon,LBN,2001,43.70599,422
Lebanon,LBN,2002,43.93288,422
Lebanon,LBN,2003,44.159767,422
Lebanon,LBN,2004,44.386658,422
Lebanon,LBN,2005,44.61355,422
Lebanon,LBN,2006,44.84044,422
Lebanon,LBN,2007,45.06733,422
Lebanon,LBN,2008,45.294216,422
Lebanon,LBN,2009,45.521107,422
Lebanon,LBN,2010,45.747997,422
Lebanon,LBN,2011,45.974888,422
Lebanon,LBN,2012,46.20178,422
Lebanon,LBN,2013,46.42867,422
Lebanon,LBN,2014,46.655556,422
Lebanon,LBN,2015,46.882446,422
Lebanon,LBN,2016,47.109337,422
Lebanon,LBN,2017,47.336227,422
Lebanon,LBN,2018,47.563118,422
Lebanon,LBN,2019,47.7,422
Lebanon,LBN,2020,47.7,422
Lebanon,LBN,2021,47.7,422
Lebanon,LBN,2022,47.7,422
Lesotho,LSO,2000,8.852616,426
Lesotho,LSO,2001,9.720051,426
Lesotho,LSO,2002,10.610427,426
Lesotho,LSO,2003,11.523815,426
Lesotho,LSO,2004,12.461596,426
Lesotho,LSO,2005,13.422447,426
Lesotho,LSO,2006,14.40821,426
Lesotho,LSO,2007,15.370616,426
Lesotho,LSO,2008,16.35462,426
Lesotho,LSO,2009,17.359028,426
Lesotho,LSO,2010,18.38572,426
Lesotho,LSO,2011,19.434523,426
Lesotho,LSO,2012,20.382807,426
Lesotho,LSO,2013,21.230095,426
Lesotho,LSO,2014,22.089243,426
Lesotho,LSO,2015,22.960941,426
Lesotho,LSO,2016,23.84412,426
Lesotho,LSO,2017,24.73947,426
Lesotho,LSO,2018,25.650785,426
Lesotho,LSO,2019,26.577694,426
Lesotho,LSO,2020,27.521683,426
Lesotho,LSO,2021,27.865732,426
Lesotho,LSO,2022,28.217487,426
Lithuania,LTU,2000,68.38195,440
Lithuania,LTU,2001,68.72295,440
Lithuania,LTU,2002,69.061226,440
Lithuania,LTU,2003,69.40066,440
Lithuania,LTU,2004,71.213745,440
Lithuania,LTU,2005,73.05331,440
Lithuania,LTU,2006,74.91872,440
Lithuania,LTU,2007,76.798454,440
Lithuania,LTU,2008,78.69247,440
Lithuania,LTU,2009,80.59157,440
Lithuania,LTU,2010,82.49667,440
Lithuania,LTU,2011,84.425,440
Lithuania,LTU,2012,86.38264,440
Lithuania,LTU,2013,88.35362,440
Lithuania,LTU,2014,90.337975,440
Lithuania,LTU,2015,92.335594,440
Lithuania,LTU,2016,93.99288,440
Lithuania,LTU,2017,94.44231,440
Lithuania,LTU,2018,94.87325,440
Lithuania,LTU,2019,94.897484,440
Lithuania,LTU,2020,94.92379,440
Lithuania,LTU,2021,94.95175,440
Lithuania,LTU,2022,94.9815,440
Luxembourg,LUX,2000,99.831566,442
Luxembourg,LUX,2001,99.830315,442
Luxembourg,LUX,2002,99.8294,442
Luxembourg,LUX,2003,99.828514,442
Luxembourg,LUX,2004,99.82765,442
Luxembourg,LUX,2005,99.826805,442
Luxembourg,LUX,2006,99.82598,442
Luxembourg,LUX,2007,99.82518,442
Luxembourg,LUX,2008,99.8244,442
Luxembourg,LUX,2009,99.82365,442
Luxembourg,LUX,2010,99.82291,442
Luxembourg,LUX,2011,99.82219,442
Luxembourg,LUX,2012,99.77649,442
Luxembourg,LUX,2013,99.72375,442
Luxembourg,LUX,2014,99.67429,442
Luxembourg,LUX,2015,99.62786,442
Luxembourg,LUX,2016,99.58425,442
Luxembourg,LUX,2017,99.54323,442
Luxembourg,LUX,2018,99.5046,442
Luxembourg,LUX,2019,99.51253,442
Luxembourg,LUX,2020,99.520065,442
Luxembourg,LUX,2021,99.52723,442
Luxembourg,LUX,2022,99.53408,442
Madagascar,MDG,2000,6.934228,450
Madagascar,MDG,2001,7.488781,450
Madagascar,MDG,2002,8.0596895,450
Madagascar,MDG,2003,8.646787,450
Madagascar,MDG,2004,9.250258,450
Madagascar,MDG,2005,9.932615,450
Madagascar,MDG,2006,10.6359,450
Madagascar,MDG,2007,11.359994,450
Madagascar,MDG,2008,12.105384,450
Madagascar,MDG,2009,12.87111,450
Madagascar,MDG,2010,13.657627,450
Madagascar,MDG,2011,14.4647665,450
Madagascar,MDG,2012,15.292566,450
Madagascar,MDG,2013,16.140831,450
Madagascar,MDG,2014,16.763008,450
Madagascar,MDG,2015,17.386236,450
Madagascar,MDG,2016,18.02669,450
Madagascar,MDG,2017,18.684448,450
Madagascar,MDG,2018,19.359823,450
Madagascar,MDG,2019,20.052565,450
Madagascar,MDG,2020,20.763533,450
Madagascar,MDG,2021,21.492128,450
Madagascar,MDG,2022,22.239223,450
Malawi,MWI,2000,6.930723,454
Malawi,MWI,2001,7.3010607,454
Malawi,MWI,2002,7.680516,454
Malawi,MWI,2003,8.069427,454
Malawi,MWI,2004,8.467421,454
Malawi,MWI,2005,8.8748455,454
Malawi,MWI,2006,9.291318,454
Malawi,MWI,2007,9.717193,454
Malawi,MWI,2008,10.152081,454
